,entity,to_search,snippet,address,coordinates,name_location,class,type
49,via dei Mercanti 9,via dei Mercanti 9 Torino,"['*Casa dei Romagnano, resti medievali in via dei Mercanti 9;']","Calzature pelletterie del Borgo, 9, Via Francesco Rolando, Borgo Storico, Susa, Torino, Piemonte, 10059, Italia","{""coordinates"": [7.046822, 45.135969], ""type"": ""Point""}","Calzature pelletterie del Borgo, 9, Via Francesco Rolando, Borgo Storico, Susa, Torino, Piemonte, 10059, Italia",shop,shoes
50,Casa del Senato,Casa del Senato Torino,"['*Casa del Senato, in piazza IV Marzo 17;']","Casa del Senato, Largo Quattro Marzo, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.682435, 45.073058], ""type"": ""Point""}","Casa del Senato, Largo Quattro Marzo, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",building,yes
53,via IV Marzo,via IV Marzo Torino,"['*Casa del Pingone, in via IV Marzo; casa con torre medievale (mascherata), già residenza di Filiberto Pingone, storico che nel 1577 scrisse la prima storia di Torino, intitolata Augusta Taurinorum;']","Via Quattro Marzo, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.68361, 45.073396], ""type"": ""Point""}","Via Quattro Marzo, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",highway,residential
54,Casa Broglia,Casa Broglia Torino,['*Casa Broglia;'],"Casa Broglia, Via Torquato Tasso, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.683205, 45.073596], ""type"": ""Point""}","Casa Broglia, Via Torquato Tasso, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",building,yes
55,Palazzo Scaglia di Verrua,Palazzo Scaglia di Verrua Torino,['*Palazzo Scaglia di Verrua (XV secolo);'],"Palazzo Scaglia di Verrua, Via Stampatori, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.678402, 45.073061], ""type"": ""Point""}","Palazzo Scaglia di Verrua, Via Stampatori, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",building,yes
56,Mastio della Cittadella,Mastio della Cittadella Torino,"['*Mastio della Cittadella, unico edificio superstite del complesso sistema difensivo torinese, edificato a partire dal 1564 in uno stile a cavallo fra quello rinascimentale e quello barocco.']","Mastio della Cittadella, Via Carlo Promis, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10100, Italia","{""coordinates"": [7.673385, 45.070943], ""type"": ""Point""}","Mastio della Cittadella, Via Carlo Promis, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10100, Italia",historic,castle
57,Mole Antonelliana,Mole Antonelliana Torino,"[""*Tra i monumenti di Torino più noti anche all'estero sono da citare l'ottocentesca Mole Antonelliana, simbolo incontrastato della città, che ospita il Museo nazionale del Cinema (il principale d'Europa);"", ""Nel 1956 venne aperto il Museo nazionale del Cinema, dapprima ospitato a Palazzo Chiablese e poi, dal 2000, nell'imponente sede della Mole Antonelliana.""]","Mole Antonelliana, Via Alessandro Riberi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.693336, 45.068854], ""type"": ""Point""}","Mole Antonelliana, Via Alessandro Riberi, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,viewpoint
58,Museo nazionale del Cinema,Museo nazionale del Cinema Torino,"[""Tra i monumenti di Torino più noti anche all'estero sono da citare l'ottocentesca Mole Antonelliana, simbolo incontrastato della città, che ospita il Museo nazionale del Cinema (il principale d'Europa);"", ""Nel 1956 venne aperto il Museo nazionale del Cinema, dapprima ospitato a Palazzo Chiablese e poi, dal 2000, nell'imponente sede della Mole Antonelliana."", ""All'interno della Mole è ospitato il Museo nazionale del Cinema.""]","Museo Nazionale del Cinema, 20, Via Montebello, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.69297, 45.069106], ""type"": ""Point""}","Museo Nazionale del Cinema, 20, Via Montebello, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,museum
59,Europa,Europa Torino,"[""*Tra i monumenti di Torino più noti anche all'estero sono da citare l'ottocentesca Mole Antonelliana, simbolo incontrastato della città, che ospita il Museo nazionale del Cinema (il principale d'Europa);"", ""*Il Mercato più famoso è Porta Palazzo (Pòrta Pila in Lingua piemontese), che è il Mercato all'aperto più grande d'Europa."", 'Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa.', ""*Definita da Le Corbusier come «...la città con la più bella posizione naturale del mondo», celebrata da numerosi personaggi storici, tra cui Friedrich Nietzsche, Mark Twain e Jean-Jacques Rousseau, il quale descrisse il suo panorama dalla collina di Superga come «...il più bello spettacolo che possa colpire l'occhio umano», è una delle più importanti città barocche d'Europa ed è considerata, insieme a Milano e Palermo, la capitale italiana dell'Art Nouveau, di cui sono grande esempio, fra l'altro, i suoi innumerevoli e famosi caffè storici, fioriti soprattutto nel periodo risorgimentale e della Belle Époque."", ""*Dal Museo di Antichità furono separate, negli anni quaranta del Novecento, le collezioni egizie che costituirono il Museo egizio, il più importante d'Europa (nonché il più antico al mondo), in quanto custode della seconda collezione di arte egizia del mondo per vastità e importanza dopo quella del Museo del Cairo."", '*Nel 2004 è stato inaugurato il Museo A come Ambiente, il primo in Europa interamente dedicato alle tematiche ambientali.', 'Club to Club: festival internazionale di musica e arti elettroniche che dal 2006 coinvolge, con la sezione ""Club Europa"", un\'importante città europea, con scambio di pubblico, artisti, iniziative;', 'Finale della UEFA Europa League 2013-2014 disputatasi allo Juventus Stadium il 14 Maggio 2014 tra il Sevilla Fútbol Club e il Benfica.', ""*Importante anche il contributo dell'automazione industriale alla crescente internazionalizzazione dell'economia torinese, con la presenza di aziende come Prima Industrie e Comau, con quest'ultima (tra le prime 4 in Europa per fatturato) che realizza in tutto il mondo robot per i principali gruppi automobilistici."", 'Il 14 maggio 2014 la città ha ospitato la finale di UEFA Europa League tra il Sevilla Fútbol Club e il Benfica.']","Europa, Via Martiri della Libertà, Centro, San Mauro Torinese, Torino, Piemonte, 10099, Italia","{""coordinates"": [7.764463, 45.10114], ""type"": ""Point""}","Europa, Via Martiri della Libertà, Centro, San Mauro Torinese, Torino, Piemonte, 10099, Italia",highway,bus_stop
60,Palazzo Reale,Palazzo Reale Torino,"['Il Palazzo Reale (antica dimora dei duchi ed in seguito dei re di Casa Savoia);', 'Nel comune di Torino si trovano il Palazzo Reale, il Palazzo Madama, la Villa della Regina e il Castello del Valentino.', '*Palazzo Reale e la zona di comando (o musei reali) ;', '*""Cinema a Palazzo Reale"". Arena estiva dedicata ai classici del Cinema che si svolge ogni anno, dal 2012, nel Cortile d\'Onore di Palazzo Reale.']","Palazzo Reale, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.686963, 45.073053], ""type"": ""Point""}","Palazzo Reale, Piazza San Giovanni, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction
61,San Giovanni Battista,San Giovanni Battista Torino,['*La rinascimentale cattedrale di San Giovanni Battista del XV secolo (celebre in quanto vi è custodita la Sacra Sindone);'],"San Giovanni Battista, Via San Domenico, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia","{""coordinates"": [7.678905, 45.075153], ""type"": ""Point""}","San Giovanni Battista, Via San Domenico, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",amenity,place_of_worship
62,Museo Egizio,Museo Egizio Torino,"['Il Museo Egizio (il secondo più importante al mondo dopo quello de Il Cairo);', ""Vi sono quattro musei nazionali (Museo del Cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport."", ""Alcuni musei sono stati ampliati e rinnovati negli ultimi anni (ad esempio il Museo del Cinema, il Museo Egizio e il Museo dell'Automobile) o sono in corso di rinnovamento:"", ""Dal Museo di Antichità furono separate, negli anni quaranta del Novecento, le collezioni egizie che costituirono il Museo egizio, il più importante d'Europa (nonché il più antico al mondo), in quanto custode della seconda collezione di arte egizia del mondo per vastità e importanza dopo quella del Museo del Cairo.""]","Museo Egizio, 6, Via Accademia delle Scienze, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.684351, 45.068435], ""type"": ""Point""}","Museo Egizio, 6, Via Accademia delle Scienze, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,museum
63,Galleria Sabauda,Galleria Sabauda Torino,"['La Galleria Sabauda (significativa raccolta di dipinti);', ""Per l'arte figurativa è da citare la Galleria Sabauda, una delle più importanti pinacoteche d'Italia oggi parte dei Musei Reali, che ospita dipinti per il periodo che va dal XII al XVIII secolo.""]","Galleria Sabauda, 86, Via Venti Settembre, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.686038, 45.074149], ""type"": ""Point""}","Galleria Sabauda, 86, Via Venti Settembre, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",tourism,museum
64,Palazzo Carignano,Palazzo Carignano Torino,"[""*Palazzo Carignano (progettato da Guarini e sede della prima Camera dei deputati del Parlamento italiano) e l'imponente Palazzo Madama."", '*Palazzo Carignano ;', '*Importanti sono poi dal punto di vista storico il Museo nazionale del Risorgimento italiano, presso Palazzo Carignano, e il Museo nazionale della montagna, presso il Monte dei Cappuccini, sulla riva destra del Po.']","Palazzo Carignano, Galleria dell'Industria Subalpina, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.686077, 45.068942], ""type"": ""Point""}","Palazzo Carignano, Galleria dell'Industria Subalpina, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction
65,Villa della Regina,Villa della Regina Torino,"['Nel comune di Torino si trovano il Palazzo Reale, il Palazzo Madama, la Villa della Regina e il Castello del Valentino.', '*Villa della Regina .']","Villa della Regina, 79, Corte d'Onore, Valsalice, Circoscrizione 8, Torino, Piemonte, 10131, Italia","{""coordinates"": [7.708311, 45.058041], ""type"": ""Point""}","Villa della Regina, 79, Corte d'Onore, Valsalice, Circoscrizione 8, Torino, Piemonte, 10131, Italia",tourism,attraction
66,Castello del Valentino,Castello del Valentino Torino,"['Nel comune di Torino si trovano il Palazzo Reale, il Palazzo Madama, la Villa della Regina e il Castello del Valentino.', '*Castello del Valentino ;', ""*Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino.""]","Castello del Valentino, Viale Pier Andrea Mattioli, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.686952, 45.054197], ""type"": ""Point""}","Castello del Valentino, Viale Pier Andrea Mattioli, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",tourism,attraction
67,Centro,Centro Torino,"[""Sede nel 1911 dell'Expo, nel 2006 dei XX Giochi olimpici invernali, dal 2021 (fino ad almeno il 2025) delle ATP Finals e nel 2022 della 66ª edizione dell'Eurovision Song Contest, città natale di alcuni fra i maggiori simboli del Made in Italy nel mondo, tra cui il vermut, i giandujotti, i grissini e il caffè espresso, è il fulcro dell'industria automobilistica italiana, nonché importante centro dell'editoria, del sistema bancario e assicurativo, delle tecnologie dell'informazione, del Cinema, dell'enogastronomia, del settore aerospaziale, del disegno industriale, dello sport, della moda e dell'intelligenza artificiale."", ""Oltre ai tre corsi d'acqua prima citati che ne incorniciano il territorio, abbiamo la Dora Riparia che taglia la città da ovest a est, scorrendo prossima al centro storico."", 'La città è al centro di un anfiteatro montuoso che ingloba alcune delle più belle vette alpine:', 'A differenza della stragrande maggioranza delle città italiane, che hanno una struttura viaria concentrica, con uno sviluppo di arterie radiali culminanti nel centro cittadino, sede delle principali attività pubbliche, il reticolo viario della città di Torino disegna una pianta a scacchiera, le sue vie cioè si sviluppano in linea retta incrociandosi a 90° con un orientamento simile a quello del castrum romano:', 'Un cardo maximus (direzione nord-sud) ed un decumanus maximus (direzione est-ovest), incrociantisi al centro del castrum, e parallele alle quali dovevano svilupparsi tutte le altre vie interne al castrum.', ""Quest'ultimo, in particolare, merita attenzione, in quanto situato nel vero centro sociale e geografico della città;"", ""*Le importanti testimonianze architettoniche di quest'epoca sono ancora percepibili in alcune zone centrali del capoluogo come i quartieri Centro, Crocetta, San Salvario e Borgo Po, ma con un'assoluta predominanza nell'area circostante il primo tratto di Corso Francia, comprendente i quartieri Cit Turin e San Donato."", ""Il CIF-ILO (Centro Internazionale di Formazione dell'Organizzazione internazionale del lavoro), istituto di perfezionamento per i funzionari dell'agenzia ONU specializzata nella promozione della giustizia sociale e dei diritti del lavoro;"", 'Il Centro ricerche e innovazione tecnologica Rai ;', 'Il Centro sperimentale cinematografico appartenente alla Scuola nazionale di Cinema .', 'Nel 1977 fu anche la prima città al mondo dotata di una rete di fibra ottica urbana (lunga 9\xa0km), sperimentata dal centro di ricerca di telecomunicazioni CSELT;', 'Centro Scientifico Torinese .', 'In passato esistevano anche Radio Flash (che ha chiuso i battenti il 1º luglio 2019 cedendo la sua storica frequenza 97.6 (già 97.7) a Radio Italia Uno ed era affiliata al circuito Popolare Network) e Radio Centro 95 (poi ridenominata Radio Centro Soft FM e chiusa definitivamente nel 2013).', 'Torino è tra le sedi principali del Centro di Produzione Televisiva Rai, come quelli di Roma, Milano e Napoli.', ""Assieme a queste tre sedi, da quando ha iniziato i suoi programmi nel 1954, il centro di Torino (ospitante il Museo della Radio e della Televisione) è stato anche il primo dell'azienda televisiva."", ""Torino, inoltre, prima che si trasformasse in RAI, già ospitava il centro di direzione dell'EIAR dal 1927."", ""A San Giusto Canavese è presente un importante centro di produzione cine-televisiva i Telecittà Studios, mentre a Torino c'è il Cineporto una struttura riservata alle società di produzioni cinematografiche che vengono in città a girare film."", '""VIEW Conference"": evento internazionale incentrato sulla computer grafica, le tecniche interattive, il Cinema digitale, l\'animazione 2D/3D, i videogiochi e gli effetti visivi. Si tiene ogni anno al Centro Congressi ""Torino Incontra"" durante la stagione autunnale.', '*Circoscrizione I: Centro - Crocetta ;', ""Alla già preesistente attività di ricerca del Politecnico di Torino, dell'Istituto Mario Boella, dell'Istituto Galileo Ferraris e del Centro Ricerche Fiat, si è affiancata l'attività del distretto informatico Torino Wireless che appartiene alla rete dei distretti italiani riconosciuti dal Ministero dell'Università e della Ricerca."", ""Un'altra operazione importante è stata la riconversione di una parte della superficie occupata dalla fabbrica di Mirafiori, sostenuta dal progetto Torino Nuova Economia che, anche grazie alla collaborazione con il Politecnico, ospita il Centro del design.""]","Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.682381, 45.068891], ""type"": ""Point""}","Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",place,suburb
